epoch,train_loss,train_ade,train_fde,val_loss,val_ade,val_fde,monitored_loss,best_score,epochs_without_improvement,lr
20,0.002711254812503638,0.01908061447448626,0.026470233372874408,0.001353452305205365,0.01784114984807265,0.028264337422101743,0.001353452305205365,0.001351656579853323,4,0.001
21,0.0027118367062227487,0.01915100767390505,0.026347935526051126,0.0013533434527876922,0.017804661375838658,0.028235094684784558,0.0013533434527876922,0.001351656579853323,5,0.001
22,0.002712372041980196,0.01915226843526021,0.026336901853802826,0.001353165175674442,0.017894715625973886,0.028236659964345726,0.001353165175674442,0.001351656579853323,6,0.001
23,0.0027114969347018544,0.019122317566983387,0.026385078444872197,0.0013521189059216498,0.01780584852169829,0.028043547578266256,0.0013521189059216498,0.001351656579853323,7,0.001
24,0.0027113450410070675,0.019075863399738633,0.02643618619022454,0.0013517002831003972,0.017721616164889445,0.028021197049360697,0.0013517002831003972,0.001351656579853323,8,0.001
25,0.002711206258993563,0.019082879378883744,0.026480893544780875,0.0013522983350974151,0.01778044221611658,0.028165570698505223,0.0013522983350974151,0.001351656579853323,9,0.001
26,0.00271114770084086,0.01908630935391806,0.026475317237761142,0.0013523237542783346,0.017812781083155385,0.027986933364991657,0.0013523237542783346,0.001351656579853323,10,0.001
27,0.0027106409530581834,0.019087422839939902,0.026492096115558778,0.0013522500398750446,0.017809050889138377,0.02800269777163958,0.0013522500398750446,0.001351656579853323,11,0.001
28,0.0027102322454485156,0.019098605070504808,0.026471136683175626,0.001355489276299828,0.017678850100042956,0.02799263244876776,0.001355489276299828,0.001351656579853323,12,0.001
29,0.0027113700369716257,0.019084172638831814,0.026520003465112914,0.0013511805372666095,0.01778907902700232,0.02796293479679881,0.0013511805372666095,0.0013511805372666095,0,0.001
30,0.0027102600671262364,0.01904967697926652,0.026498978502515882,0.0013519362436671964,0.01788918201144131,0.028107052044765768,0.0013519362436671964,0.0013511805372666095,1,0.001
31,0.0027090703762407222,0.018989937263556304,0.026420144617955204,0.0013514509288031493,0.017641418839924934,0.027999974763607625,0.0013514509288031493,0.0013511805372666095,2,0.0005
32,0.002708921707430302,0.018971608668193665,0.02647594607749299,0.001351501431209567,0.017713758407306344,0.02808994096930259,0.001351501431209567,0.0013511805372666095,3,0.0005
33,0.0027102404174072898,0.01899637456273116,0.0264222795009113,0.0013522464926226604,0.017769087873887562,0.028273732139557663,0.0013522464926226604,0.0013511805372666095,4,0.0005
34,0.0027101486030469434,0.019036040690708213,0.02627788635588713,0.0013512018720048871,0.017741030787982157,0.028073641386899082,0.0013512018720048871,0.0013511805372666095,5,0.0005
35,0.0027093343039869245,0.018972807459622792,0.02642693334725554,0.001350478803396597,0.01765924797296902,0.027964012149965536,0.001350478803396597,0.001350478803396597,0,0.0005
36,0.002708769308069438,0.018969835217144897,0.026435182910092142,0.0013505012865671021,0.01768950346943944,0.028029640478891248,0.0013505012865671021,0.001350478803396597,1,0.0005
37,0.0027092089637826542,0.018985151761741897,0.0264667797883391,0.0013508446178404933,0.017654835045668463,0.02803442783724619,0.0013508446178404933,0.001350478803396597,2,0.0005
38,0.002709373986384931,0.01898479822706611,0.02645065946055854,0.0013517565416353292,0.01773262659607585,0.028092349558501616,0.0013517565416353292,0.001350478803396597,3,0.0005
39,0.0027086129023234915,0.018962924096874587,0.026475714813203727,0.0013503256204612376,0.017610820080202868,0.02790827804243086,0.0013503256204612376,0.0013503256204612376,0,0.0005
40,0.0027088744128791055,0.018960385890582826,0.026467048886054525,0.0013511663502875724,0.017661587484810996,0.027965775297178905,0.0013511663502875724,0.0013503256204612376,1,0.0005
41,0.002708741229106012,0.018956379528878575,0.026452747380937055,0.0013509515400219859,0.01765838258330716,0.027931053297747768,0.0013509515400219859,0.0013503256204612376,2,0.0005
42,0.0027085861769246575,0.018946784396501683,0.02644068372202945,0.001349943987624011,0.01762956142500358,0.027954629388092435,0.001349943987624011,0.001349943987624011,0,0.0005
43,0.0027081169972307207,0.01896609475892512,0.0264880337777872,0.0013496206881848595,0.01759147594326489,0.027864488763203077,0.0013496206881848595,0.0013496206881848595,0,0.0005
44,0.002707946676877681,0.018926404151523628,0.02652429122502871,0.001349427760000307,0.0175677202445067,0.027847684222818934,0.001349427760000307,0.001349427760000307,0,0.0005
45,0.0027075051437386146,0.018907491206307758,0.026543910768828536,0.001349338880563145,0.017575512083944318,0.0279540286791249,0.001349338880563145,0.001349338880563145,0,0.0005
46,0.0027077532893108013,0.018917177485252627,0.026470415655674637,0.0013494206166404829,0.01757921026547067,0.027874532035585438,0.0013494206166404829,0.001349338880563145,1,0.0005
47,0.0027074255114442167,0.01888899555365095,0.0265524142907438,0.0013491056017635732,0.017573143864526998,0.027852453267788534,0.0013491056017635732,0.0013491056017635732,0,0.0005
48,0.002707111908838769,0.018886039572958507,0.026528546559316885,0.0013483648936189888,0.01759440553262357,0.02779743865715147,0.0013483648936189888,0.0013483648936189888,0,0.0005
49,0.0027073212570247122,0.018885983968608123,0.02650106362855754,0.0013472832282244605,0.01745552715725299,0.027739804169167045,0.0013472832282244605,0.0013472832282244605,0,0.0005
50,0.002706302494408157,0.01885496820525577,0.026491735512478094,0.0013470480635212872,0.01746442084285346,0.027729347946779923,0.0013470480635212872,0.0013470480635212872,0,0.0005
51,0.002706159385109943,0.01884822196907058,0.026536498633680294,0.001347081131071943,0.01747942311161574,0.027712979889524033,0.001347081131071943,0.0013470480635212872,1,0.0005
52,0.002706313011111322,0.018858800406193327,0.026549910574763608,0.001348079923924549,0.0175301540755208,0.027871439408660565,0.001348079923924549,0.0013470480635212872,2,0.0005
53,0.0027055965342089754,0.01882327838030221,0.02656640175644843,0.001348007270211283,0.01749091847439397,0.027729040752096104,0.001348007270211283,0.0013470480635212872,3,0.0005
54,0.0027057859464440863,0.018817170980955023,0.026550936297936693,0.0013468026354415223,0.017476649694026587,0.02767709488675282,0.0013468026354415223,0.0013468026354415223,0,0.0005
55,0.0027058307088043826,0.018822736884576197,0.026556631484979335,0.0013461805374967526,0.017410144883249327,0.02763419295316582,0.0013461805374967526,0.0013461805374967526,0,0.0005
56,0.002705217078798162,0.018792659198071167,0.026586946196463325,0.0013459862706590598,0.017409908538979595,0.027803950673303948,0.0013459862706590598,0.0013459862706590598,0,0.0005
57,0.002705238520980845,0.018793439865407612,0.026543237371051513,0.001346925700834783,0.017453116078292027,0.027694254639080033,0.001346925700834783,0.0013459862706590598,1,0.0005
58,0.002705098089573405,0.018783198945418203,0.026495826634257136,0.0013455624512965785,0.017394396042289807,0.027611203560601708,0.0013455624512965785,0.0013455624512965785,0,0.0005
59,0.002705224330231502,0.018787542489206072,0.026586739070027426,0.001347325895270569,0.017557941067050237,0.027773260843819973,0.001347325895270569,0.0013455624512965785,1,0.0005
60,0.002704738324855302,0.018754162299137307,0.026474536328519534,0.0013460476035668158,0.017410522308121838,0.027681093158921026,0.0013460476035668158,0.0013455624512965785,2,0.0005
61,0.002704929924264997,0.018750266061128878,0.02656010218965738,0.0013460451750890558,0.017388098028510116,0.027624382982010823,0.0013460451750890558,0.0013455624512965785,3,0.00025
62,0.0027044565711686727,0.018729251944397837,0.026455511609337214,0.0013459665773645137,0.017349223138658176,0.027859963358519698,0.0013459665773645137,0.0013455624512965785,4,0.00025
63,0.0027042868225565183,0.018704533069776583,0.026484953804579714,0.0013447021614810862,0.017286862748779403,0.02758114541394451,0.0013447021614810862,0.0013447021614810862,0,0.00025
64,0.002704155464207662,0.018731665139367453,0.02654418732352286,0.001345029192394331,0.017321116557781905,0.027627624388209232,0.001345029192394331,0.0013447021614810862,1,0.00025
65,0.0027048391284656592,0.01873885172022186,0.02654926852031623,0.0013460005303361428,0.017391631890671135,0.027635752737333104,0.0013460005303361428,0.0013447021614810862,2,0.00025
66,0.002704524339835863,0.018743532131345934,0.02647659372504368,0.0013448147965660594,0.017319022636490444,0.02758331327299424,0.0013448147965660594,0.0013447021614810862,3,0.00025
67,0.002704690509788116,0.018743995951028675,0.026548615161539668,0.0013459817498743172,0.0173803945928497,0.02761258420989264,0.0013459817498743172,0.0013447021614810862,4,0.00025
68,0.00270481290071964,0.01874480805951501,0.02649327029123034,0.0013450713139435918,0.01735103030612271,0.02756754851586975,0.0013450713139435918,0.0013447021614810862,5,0.00025
69,0.0027039759964926405,0.01872406638262963,0.026481921998307765,0.001345331116116027,0.017382278428048716,0.02758165403223945,0.001345331116116027,0.0013447021614810862,6,0.00025
70,0.00270447733231634,0.018724673908006476,0.026535280922215892,0.0013459643425225982,0.017398246947920096,0.027640267797050717,0.0013459643425225982,0.0013447021614810862,7,0.00025
71,0.0027042284254150182,0.018727911681513644,0.026521293980926217,0.0013446221030888248,0.017305615221211258,0.027538624212114303,0.0013446221030888248,0.0013446221030888248,0,0.00025
72,0.0027040634334430914,0.018703339690083413,0.02650260106506743,0.0013451292177063686,0.017332034141226943,0.0275541084560607,0.0013451292177063686,0.0013446221030888248,1,0.00025
73,0.0027038927487403937,0.01871016955335116,0.02649545117677211,0.0013440912745717763,0.017249534006011976,0.027511801842371706,0.0013440912745717763,0.0013440912745717763,0,0.00025
74,0.0027044194099952405,0.018723802719782502,0.026544254824906993,0.0013444888013615381,0.017299487801902706,0.027560890516380426,0.0013444888013615381,0.0013440912745717763,1,0.00025
75,0.00270427772780368,0.01871564326206662,0.026418190702947573,0.0013449489769767518,0.017323292125347237,0.02762895748885565,0.0013449489769767518,0.0013440912745717763,2,0.00025
76,0.002704010971537366,0.018714644245174352,0.026517347571343945,0.0013450249434504402,0.0173304342875458,0.027624050297047825,0.0013450249434504402,0.0013440912745717763,3,0.00025
77,0.0027043141723899736,0.018738320662469866,0.026427327840683607,0.0013444633065291187,0.01728648738344899,0.02751899892799005,0.0013444633065291187,0.0013440912745717763,4,0.00025
78,0.002704111302426767,0.01872427633527087,0.026541376583133477,0.0013449261716336118,0.01733155994642581,0.027652300711146244,0.0013449261716336118,0.0013440912745717763,5,0.00025
79,0.0027034124593272725,0.018677663058042526,0.02648425294502965,0.001344682064086315,0.01730999675723104,0.027553456081333423,0.001344682064086315,0.0013440912745717763,6,0.00025
80,0.0027034744541813206,0.01868004747281905,0.02646317271165543,0.0013436312681648793,0.01724629096753785,0.027532028097336438,0.0013436312681648793,0.0013436312681648793,0,0.00025
81,0.0027041632338114597,0.01871854505600246,0.02657310144446937,0.0013452371555684728,0.017354907780042977,0.027637079456549366,0.0013452371555684728,0.0013436312681648793,1,0.00025
82,0.0027041742297607757,0.01872105804804901,0.026469196290986544,0.0013443183621005736,0.017273723846793678,0.027521335427308686,0.0013443183621005736,0.0013436312681648793,2,0.00025
83,0.002703779391454815,0.018698599449881694,0.026539554755727716,0.0013449531756811548,0.017340027666148627,0.027559384817836402,0.0013449531756811548,0.0013436312681648793,3,0.00025
84,0.0027040409625328616,0.01871426771129748,0.026520563333819084,0.0013443162820996504,0.017300782051827387,0.02748309280211401,0.0013443162820996504,0.0013436312681648793,4,0.00025
85,0.0027037030812190476,0.01868978662932879,0.02654178967028325,0.0013440599617421287,0.01727638948299227,0.027496427161733266,0.0013440599617421287,0.0013436312681648793,5,0.00025
86,0.002703507065794297,0.018695950816589823,0.026456480454527996,0.0013424078393043323,0.0172401708176647,0.027458582989020906,0.0013424078393043323,0.0013424078393043323,0,0.00025
87,0.0027016185278257274,0.0186933535712881,0.0265140459042356,0.0013331426913632438,0.017228827719236024,0.027397729062630813,0.0013331426913632438,0.0013331426913632438,0,0.00025
88,0.002507257801082543,0.018692699909084207,0.026381913177331413,0.0014001869560361113,0.01766425782093979,0.02818789599900455,0.0014001869560361113,0.0013331426913632438,1,0.00025
89,0.0022352867958972972,0.0186186749190348,0.02597675823715691,0.0012488779220475945,0.017480410874208895,0.027235482699271236,0.0012488779220475945,0.0012488779220475945,0,0.00025
90,0.0021537684629763434,0.018281310669017652,0.025270895160560424,0.0012249299690538888,0.01744246879399579,0.027561067180200058,0.0012249299690538888,0.0012249299690538888,0,0.00025
91,0.0020753677271599115,0.018006385958260488,0.025160944324062073,0.0012266122103874507,0.017489844290283656,0.02731684380334981,0.0012266122103874507,0.0012249299690538888,1,0.000125
92,0.0020419491189044726,0.017955743023713003,0.0252186245655215,0.0012362994229853947,0.017830827624889495,0.027122185488741443,0.0012362994229853947,0.0012249299690538888,2,0.000125
93,0.002000342125332945,0.017822436446466475,0.025033170779634694,0.0012426710322303116,0.017526714099240323,0.027082308914205235,0.0012426710322303116,0.0012249299690538888,3,0.000125
94,0.0019708280592173936,0.01780873599028726,0.025111208119956156,0.0012310247102062697,0.01746567875052355,0.026912791762760905,0.0012310247102062697,0.0012249299690538888,4,0.000125
95,0.001941460485134925,0.01765447471860276,0.024939768970424124,0.0012467517171706806,0.017511146211992738,0.027160853445805593,0.0012467517171706806,0.0012249299690538888,5,0.000125
96,0.0019159835647552426,0.017516703524895396,0.024868066731359516,0.0012655653673462643,0.01746425743413652,0.027061086836178447,0.0012655653673462643,0.0012249299690538888,6,0.000125
97,0.0019037988165636853,0.017488521938063946,0.024796388591758436,0.0012500178966357177,0.01747033679680643,0.027080803001043534,0.0012500178966357177,0.0012249299690538888,7,0.000125
98,0.0018585534236656692,0.017339960130197098,0.024712865358625335,0.001267733195707759,0.017474710270388338,0.027106688537065878,0.001267733195707759,0.0012249299690538888,8,0.000125
99,0.0018537889621634573,0.01737280173010879,0.02467614359201804,0.0012399975654092444,0.01747349365151647,0.027026314796371895,0.0012399975654092444,0.0012249299690538888,9,0.000125
100,0.0018359980693468173,0.017226450715924227,0.024573895010261967,0.0013413986978556736,0.017752178487354144,0.02785069843651786,0.0013413986978556736,0.0012249299690538888,10,0.000125
101,0.0017852584007265648,0.017211019045386987,0.0245843879481826,0.00126486792901396,0.017944719193475695,0.028396138626034618,0.00126486792901396,0.0012249299690538888,11,0.000125
102,0.0017702986877783198,0.017148981785308434,0.02443564595763624,0.0012890157564012796,0.01772898058387319,0.027674905554121696,0.0012890157564012796,0.0012249299690538888,12,0.000125
103,0.0017670894795365525,0.017078956259590015,0.024453076470605385,0.001264963515776497,0.018032037604789213,0.02807602841194412,0.001264963515776497,0.0012249299690538888,13,0.000125
104,0.0017411498091908211,0.017040305969896318,0.02436654809367737,0.0012543522574229758,0.017431217102515047,0.027210271200578635,0.0012543522574229758,0.0012249299690538888,14,0.000125
105,0.0016831873591190967,0.01692165126417446,0.024195277666721544,0.0012322793605701208,0.01729623317899651,0.026913497384330434,0.0012322793605701208,0.0012249299690538888,15,0.000125
106,0.0016629167122222273,0.016896847602285613,0.024125727785615628,0.0012729546389399523,0.01752631696449085,0.027348495401583815,0.0012729546389399523,0.0012249299690538888,16,0.000125
107,0.0017042317165179709,0.016846607901989698,0.02417679570077834,0.0013177198647134041,0.017660621793873718,0.027397367370809108,0.0013177198647134041,0.0012249299690538888,17,0.000125
108,0.0016544384846309626,0.016796472712107026,0.024099975117589417,0.0012661350794268445,0.01750085999437039,0.027220580345866354,0.0012661350794268445,0.0012249299690538888,18,0.000125
109,0.0016283380564226903,0.016741588815341917,0.024012240734650712,0.0012532966473557245,0.01749669652910663,0.027364218738481372,0.0012532966473557245,0.0012249299690538888,19,0.000125
110,0.0016041701478039048,0.016704276075650906,0.023984553523470946,0.0012470689139119201,0.017297514265375586,0.027039335819106967,0.0012470689139119201,0.0012249299690538888,20,0.000125
